    [80.75, 71.0, 62.07, 53.08, 38.12, 29.02, 19.65, 10.3, 0.0, 80.22, 69.87, 63.79, 57.58, 43.74, 36.89, 29.7, 25.3, 20.02, 91.29, 79.48, 69.34, 62.97, 49.82, 48.27, 41.34, 44.6, 42.01, 99.86, 94.92, 84.39, 76.42, 77.67, 69.77, 67.05, 52.61, 58.01, 102.94, 105.65, 102.42, 98.18, 84.72, 79.48, 73.38, 68.47, 83.05, 124.08, 120.6, 106.25, 114.54, 100.32, 99.04, 96.88, 98.73, 95.02, 137.61, 137.56, 130.25, 126.32, 129.69, 112.93, 122.18, 119.82, 114.0, 155.62, 149.41, 150.88, 148.0, 149.62, 141.99, 137.46, 136.62, 134.0, 181.12, 164.13, 165.64, 169.84, 162.02, 154.35, 160.38, 146.58, 147.0, 198.64, 194.79, 183.41, 178.57, 184.39, 181.33, 174.52, 178.23, 179.0, 210.95, 215.13, 205.23, 207.62, 192.0, 199.97, 192.04, 195.16, 189.0]
    [17.0, 10.82, 18.25, 28.46, 42.95, 51.48, 61.98, 71.85, 80.22, 0.0, 12.08, 17.46, 29.53, 37.05, 50.96, 60.88, 74.22, 82.2, 32.14, 23.77, 38.83, 38.9, 48.02, 57.98, 64.85, 74.3, 88.64, 51.04, 57.71, 51.55, 57.31, 68.26, 73.76, 83.45, 85.44, 96.25, 60.01, 74.81, 79.56, 80.32, 76.54, 85.0, 86.37, 95.02, 108.89, 88.01, 90.27, 83.2, 103.09, 94.85, 103.08, 107.9, 114.4, 121.02, 103.08, 113.53, 109.33, 114.02, 121.46, 112.31, 127.46, 130.86, 135.0, 125.06, 126.4, 133.36, 137.77, 141.65, 142.44, 143.18, 146.25, 150.94, 156.0, 141.17, 149.21, 158.67, 156.21, 152.74, 163.98, 155.21, 162.11, 174.05, 175.18, 169.43, 169.06, 178.54, 180.36, 176.46, 186.08, 190.18, 190.01, 196.09, 189.68, 197.0, 186.56, 198.92, 194.49, 202.25, 199.32]
    [24.6, 11.18, 10.63, 21.26, 34.01, 41.76, 52.5, 62.1, 69.87, 12.08, 0.0, 6.08, 17.49, 26.17, 39.05, 49.03, 62.37, 70.58, 30.41, 18.68, 29.15, 28.02, 36.06, 46.04, 52.77, 62.27, 76.56, 47.8, 52.04, 44.28, 48.1, 58.6, 63.01, 72.18, 73.5, 84.31, 55.9, 69.0, 72.56, 72.57, 67.23, 74.63, 75.43, 83.49, 97.67, 83.86, 85.09, 76.42, 95.34, 86.03, 93.47, 97.75, 104.01, 109.99, 99.14, 108.0, 103.17, 106.71, 113.78, 103.46, 118.31, 121.2, 124.54, 120.93, 121.0, 127.25, 130.7, 134.35, 134.1, 134.26, 136.97, 141.03, 151.48, 136.06, 143.22, 152.07, 148.85, 144.81, 155.59, 146.15, 152.5, 169.66, 170.03, 163.37, 162.36, 171.47, 172.7, 168.4, 177.45, 181.24, 185.22, 191.07, 184.07, 190.76, 179.52, 191.44, 186.55, 193.85, 190.55]
    [27.02, 12.81, 7.07, 16.4, 28.18, 35.74, 46.49, 56.04, 63.79, 17.46, 6.08, 0.0, 13.45, 20.1, 33.53, 43.42, 56.75, 64.78, 34.41, 21.95, 28.44, 26.0, 31.89, 41.87, 48.02, 57.69, 71.55, 50.7, 53.6, 45.01, 47.3, 57.25, 60.54, 69.03, 69.2, 80.0, 58.24, 70.26, 73.06, 72.56, 66.1, 72.47, 72.67, 79.93, 94.49, 85.91, 86.58, 77.03, 95.19, 85.16, 91.92, 95.71, 101.71, 107.0, 101.2, 109.17, 104.0, 106.79, 113.6, 102.49, 117.05, 119.51, 122.11, 122.81, 122.2, 128.02, 130.86, 134.35, 133.41, 133.14, 135.56, 139.09, 153.06, 137.36, 144.01, 152.47, 148.79, 144.37, 154.81, 144.9, 150.79, 171.29, 171.24, 164.08, 162.69, 171.55, 172.39, 167.84, 176.47, 180.01, 186.6, 192.31, 185.0, 191.32, 179.61, 191.23, 186.04, 193.0, 189.43]
    [40.46, 26.25, 18.79, 23.02, 28.02, 32.65, 43.01, 51.48, 57.58, 29.53, 17.49, 13.45, 0.0, 16.28, 23.0, 33.02, 46.17, 55.0, 34.13, 21.93, 18.44, 14.04, 18.6, 28.6, 35.34, 44.78, 59.24, 46.4, 46.24, 36.4, 36.06, 45.12, 47.41, 55.61, 56.04, 66.85, 52.35, 61.85, 63.29, 62.0, 54.13, 59.51, 59.36, 66.48, 81.06, 78.77, 78.34, 67.36, 84.21, 73.35, 79.38, 82.76, 88.59, 93.6, 93.92, 100.13, 94.43, 96.08, 102.49, 90.47, 104.69, 106.78, 108.91, 114.98, 113.14, 118.21, 120.15, 123.41, 121.6, 120.88, 123.03, 126.14, 144.54, 128.41, 134.18, 142.03, 137.71, 132.83, 142.86, 132.5, 138.0, 162.79, 162.0, 154.05, 152.12, 160.61, 160.95, 156.11, 164.28, 167.6, 177.63, 183.1, 175.29, 181.01, 168.67, 179.89, 174.35, 180.94, 177.12]
    [41.59, 29.12, 19.65, 14.87, 12.08, 16.64, 27.29, 36.4, 43.74, 37.05, 26.17, 20.1, 16.28, 0.0, 16.97, 25.55, 38.48, 45.61, 50.0, 37.44, 33.54, 27.86, 23.35, 31.38, 34.21, 44.05, 55.61, 62.63, 61.72, 51.48, 48.84, 56.01, 55.11, 60.54, 56.22, 66.6, 68.26, 76.55, 76.9, 74.81, 65.0, 67.47, 65.46, 69.46, 85.0, 94.02, 92.97, 81.02, 96.13, 84.05, 88.28, 90.25, 95.19, 97.95, 109.0, 114.0, 107.87, 108.23, 114.0, 100.5, 113.77, 114.73, 114.77, 129.65, 126.91, 131.24, 132.09, 135.0, 131.75, 130.05, 131.47, 133.14, 158.62, 142.2, 147.11, 154.21, 149.03, 143.42, 152.59, 141.22, 145.5, 176.82, 175.41, 166.68, 164.08, 172.03, 171.57, 166.21, 173.37, 176.08, 191.23, 196.46, 188.18, 193.21, 180.04, 190.59, 184.44, 190.25, 185.81]
    [57.98, 44.72, 35.36, 31.83, 24.04, 21.1, 27.73, 33.3, 36.89, 50.96, 39.05, 33.53, 23.0, 16.97, 0.0, 10.05, 23.35, 32.0, 55.03, 43.93, 32.45, 26.08, 13.6, 17.0, 17.49, 27.2, 38.83, 63.01, 58.73, 48.1, 41.68, 45.88, 42.01, 45.35, 39.41, 49.68, 66.48, 71.02, 69.35, 66.13, 54.34, 54.04, 50.8, 53.23, 68.94, 89.31, 86.83, 73.41, 85.7, 72.56, 75.06, 75.95, 80.28, 81.94, 103.59, 106.04, 99.3, 97.86, 102.83, 88.02, 100.32, 100.45, 99.3, 123.0, 118.6, 121.75, 121.2, 123.69, 119.02, 116.52, 117.39, 118.14, 150.55, 133.76, 137.32, 143.4, 137.3, 131.0, 139.36, 127.28, 130.73, 168.55, 166.14, 156.35, 152.95, 160.25, 159.01, 153.21, 159.52, 161.81, 182.17, 187.01, 178.08, 182.21, 168.19, 178.03, 171.35, 176.5, 171.64]
    [67.12, 54.23, 44.78, 40.0, 29.41, 23.41, 26.08, 28.64, 29.7, 60.88, 49.03, 43.42, 33.02, 25.55, 10.05, 0.0, 13.34, 22.02, 64.29, 53.6, 40.72, 34.54, 20.59, 18.87, 14.04, 21.84, 30.41, 70.83, 65.3, 54.82, 46.75, 48.76, 42.45, 43.01, 33.62, 43.05, 73.41, 76.06, 73.25, 69.35, 56.46, 53.6, 49.01, 48.76, 64.56, 94.49, 91.26, 77.18, 87.28, 73.5, 74.33, 74.03, 77.52, 77.49, 108.23, 109.12, 102.04, 99.33, 103.59, 87.82, 99.02, 98.25, 95.57, 126.76, 121.33, 123.65, 122.02, 124.15, 118.27, 115.0, 115.28, 114.93, 153.24, 136.31, 138.88, 144.16, 137.32, 130.46, 138.0, 125.26, 127.74, 171.03, 167.93, 157.41, 153.39, 160.13, 158.2, 152.01, 157.46, 159.26, 184.05, 188.6, 179.23, 182.65, 167.97, 177.14, 170.0, 174.48, 169.19]
    [80.06, 67.42, 57.94, 52.48, 40.36, 32.65, 31.02, 29.02, 25.3, 74.22, 62.37, 56.75, 46.17, 38.48, 23.35, 13.34, 0.0, 9.85, 76.3, 66.19, 51.92, 46.1, 31.78, 26.42, 17.8, 19.31, 20.12, 81.02, 74.09, 64.01, 54.41, 53.81, 44.94, 41.76, 28.0, 35.17, 82.49, 82.81, 78.64, 74.03, 60.22, 54.23, 48.08, 44.0, 59.21, 101.14, 97.0, 82.33, 89.44, 75.15, 73.76, 71.85, 74.11, 71.7, 114.02, 112.9, 105.48, 101.13, 104.4, 87.64, 97.16, 95.19, 90.45, 131.24, 124.53, 125.72, 122.7, 124.33, 116.9, 112.64, 112.11, 110.29, 156.12, 139.12, 140.39, 144.54, 136.8, 129.25, 135.62, 122.1, 123.26, 173.53, 169.54, 158.11, 153.31, 159.25, 156.42, 149.75, 154.0, 155.16, 185.7, 189.84, 179.94, 182.39, 166.9, 175.15, 167.43, 171.0, 165.15]
    [86.73, 74.73, 65.25, 58.69, 45.28, 36.62, 32.02, 26.93, 20.02, 82.2, 70.58, 64.78, 55.0, 45.61, 32.0, 22.02, 9.85, 0.0, 85.91, 75.54, 61.68, 55.79, 41.48, 36.24, 27.46, 27.2, 22.0, 90.87, 83.86, 73.82, 64.07, 62.94, 53.41, 48.75, 33.24, 38.0, 92.28, 92.2, 87.69, 82.88, 68.88, 61.77, 55.04, 48.84, 63.13, 110.45, 106.08, 91.29, 97.25, 82.86, 80.41, 77.62, 79.08, 75.01, 123.07, 121.25, 113.72, 108.71, 111.49, 94.34, 102.84, 100.13, 94.0, 139.81, 132.61, 133.3, 129.62, 130.97, 122.72, 117.89, 116.84, 114.0, 163.98, 146.99, 147.65, 151.22, 143.0, 135.09, 140.73, 126.78, 127.0, 181.18, 176.78, 164.92, 159.7, 165.17, 161.81, 154.87, 158.32, 159.01, 192.92, 196.85, 186.68, 188.6, 172.7, 180.35, 172.28, 175.23, 169.01]
    [49.09, 39.85, 40.82, 50.8, 60.88, 66.61, 77.1, 85.59, 91.29, 32.14, 30.41, 34.41, 34.13, 50.0, 55.03, 64.29, 76.3, 85.91, 0.0, 12.73, 25.0, 30.27, 44.55, 52.01, 61.07, 68.12, 84.1, 19.03, 27.73, 25.5, 35.85, 46.87, 56.36, 68.15, 76.3, 86.35, 28.28, 44.27, 50.54, 52.7, 53.15, 64.9, 68.88, 80.78, 91.79, 56.04, 58.86, 53.71, 74.71, 69.03, 79.21, 85.7, 92.96, 102.34, 71.01, 82.2, 78.59, 84.69, 92.61, 86.02, 101.61, 106.4, 113.28, 93.01, 94.89, 102.39, 107.84, 112.01, 114.53, 116.5, 120.43, 126.91, 124.02, 109.46, 118.07, 128.06, 126.53, 123.98, 135.96, 128.7, 137.0, 142.0, 143.42, 138.28, 138.5, 148.37, 150.99, 147.73, 158.35, 163.11, 158.08, 164.25, 158.15, 165.92, 156.32, 169.19, 165.46, 173.99, 171.83]
    [40.45, 29.15, 28.64, 38.28, 48.17, 54.08, 64.66, 73.36, 79.48, 23.77, 18.68, 21.95, 21.93, 37.44, 43.93, 53.6, 66.19, 75.54, 12.73, 0.0, 18.36, 21.59, 35.06, 43.74, 52.35, 60.42, 76.12, 29.12, 34.13, 27.86, 34.83, 46.1, 53.41, 64.35, 69.89, 80.41, 37.34, 51.24, 55.79, 56.65, 53.82, 63.64, 66.22, 76.66, 89.2, 65.38, 67.01, 59.44, 79.38, 71.59, 80.45, 85.91, 92.76, 100.66, 80.62, 90.14, 85.71, 90.25, 97.72, 89.01, 104.32, 108.17, 113.36, 102.49, 103.08, 109.77, 114.0, 117.88, 118.85, 119.85, 123.17, 128.46, 133.18, 118.0, 125.67, 134.97, 132.44, 129.03, 140.39, 131.95, 139.28, 151.33, 152.01, 145.88, 145.34, 154.78, 156.6, 152.76, 162.56, 166.82, 167.05, 173.0, 166.3, 173.4, 162.81, 175.15, 170.76, 178.64, 175.87]
    [53.71, 40.16, 35.23, 41.3, 45.62, 48.6, 58.05, 65.19, 69.34, 38.83, 29.15, 28.44, 18.44, 33.54, 32.45, 40.72, 51.92, 61.68, 25.0, 18.36, 0.0, 6.4, 20.25, 27.02, 36.12, 43.19, 59.14, 30.61, 28.18, 18.03, 18.97, 29.53, 35.38, 46.04, 51.92, 62.3, 35.0, 43.42, 45.04, 44.18, 38.08, 46.23, 48.17, 58.31, 71.06, 60.54, 59.91, 49.09, 66.75, 56.92, 64.41, 69.07, 75.6, 82.76, 75.61, 81.74, 76.16, 78.41, 85.16, 74.33, 89.16, 92.18, 96.21, 96.57, 94.76, 100.04, 102.49, 105.93, 105.08, 105.11, 107.84, 112.16, 126.12, 110.03, 116.04, 124.2, 120.35, 115.95, 126.53, 117.0, 123.47, 144.36, 143.68, 136.0, 134.37, 143.14, 143.95, 139.46, 148.33, 152.09, 159.26, 164.78, 157.11, 163.11, 151.2, 162.79, 157.65, 164.77, 161.4]
    [52.48, 38.47, 32.28, 37.0, 39.92, 42.44, 51.74, 58.8, 62.97, 38.9, 28.02, 26.0, 14.04, 27.86, 26.08, 34.54, 46.1, 55.79, 30.27, 21.59, 6.4, 0.0, 14.32, 22.2, 31.02, 38.83, 54.59, 37.01, 34.13, 23.71, 22.02, 31.32, 35.0, 44.6, 48.47, 59.09, 41.23, 48.7, 49.5, 48.01, 40.26, 46.65, 47.51, 56.4, 70.01, 66.21, 65.15, 53.6, 70.18, 59.44, 65.92, 69.84, 76.01, 82.13, 81.15, 86.49, 80.62, 82.05, 88.46, 76.66, 91.08, 93.52, 96.52, 101.83, 99.46, 104.31, 106.12, 109.37, 107.71, 107.21, 109.56, 113.18, 131.03, 114.76, 120.27, 128.02, 123.69, 118.87, 129.03, 118.93, 124.81, 149.25, 148.22, 140.09, 138.09, 146.58, 146.97, 142.2, 150.57, 154.04, 163.92, 169.31, 161.38, 167.0, 154.64, 165.89, 160.43, 167.17, 163.49]
    [58.69, 44.55, 36.24, 36.77, 34.01, 33.53, 41.18, 46.86, 49.82, 48.02, 36.06, 31.89, 18.6, 23.35, 13.6, 20.59, 31.78, 41.48, 44.55, 35.06, 20.25, 14.32, 0.0, 10.0, 17.46, 26.4, 41.48, 50.25, 45.25, 34.66, 28.18, 33.38, 31.78, 38.08, 37.44, 48.26, 53.15, 57.45, 56.08, 53.16, 42.19, 44.15, 42.54, 48.27, 63.25, 75.72, 73.36, 60.17, 73.55, 61.01, 64.94, 67.05, 72.24, 76.01, 90.05, 92.97, 86.4, 85.71, 91.14, 77.23, 90.43, 91.48, 92.14, 109.66, 105.65, 109.24, 109.37, 112.11, 108.46, 106.71, 108.17, 110.14, 137.57, 120.88, 124.95, 131.55, 126.0, 120.2, 129.26, 117.9, 122.38, 155.65, 153.59, 144.26, 141.29, 149.0, 148.34, 142.9, 150.03, 152.8, 169.55, 174.55, 165.89, 170.5, 157.0, 167.36, 161.12, 166.9, 162.51]
    [68.59, 54.49, 46.01, 45.65, 40.61, 38.05, 43.68, 47.41, 48.27, 57.98, 46.04, 41.87, 28.6, 31.38, 17.0, 18.87, 26.42, 36.24, 52.01, 43.74, 27.02, 22.2, 10.0, 0.0, 9.22, 16.76, 32.39, 54.78, 47.71, 37.59, 28.32, 29.97, 25.02, 29.15, 27.46, 38.28, 56.08, 57.38, 54.38, 50.54, 37.95, 37.05, 34.21, 38.6, 53.85, 75.82, 72.42, 58.31, 69.12, 55.73, 58.08, 59.23, 63.89, 66.73, 89.4, 90.38, 83.38, 81.25, 85.99, 71.03, 83.38, 83.74, 83.38, 107.91, 102.69, 105.36, 104.39, 106.79, 102.02, 99.61, 100.62, 101.83, 134.63, 117.75, 120.78, 126.59, 120.34, 114.0, 122.41, 110.48, 114.28, 152.51, 149.72, 139.64, 136.07, 143.28, 142.01, 136.24, 142.71, 145.13, 165.8, 170.51, 161.41, 165.34, 151.21, 161.03, 154.39, 159.67, 154.93]
    [74.03, 60.22, 51.22, 49.04, 41.23, 36.67, 40.11, 42.06, 41.34, 64.85, 52.77, 48.02, 35.34, 34.21, 17.49, 14.04, 17.8, 27.46, 61.07, 52.35, 36.12, 31.02, 17.46, 9.22, 0.0, 9.9, 24.04, 63.91, 56.44, 46.52, 36.62, 36.4, 28.79, 29.07, 22.02, 32.53, 64.88, 65.07, 61.22, 56.86, 43.42, 39.62, 35.0, 35.85, 51.62, 83.44, 79.51, 65.0, 73.74, 59.77, 60.3, 60.07, 63.79, 64.62, 96.54, 96.25, 89.01, 85.7, 89.74, 73.82, 85.01, 84.38, 82.28, 114.28, 108.23, 110.14, 108.17, 110.22, 104.24, 101.02, 101.4, 101.41, 140.04, 123.07, 125.23, 130.27, 123.32, 116.43, 124.0, 111.36, 114.14, 157.7, 154.32, 143.59, 139.45, 146.11, 144.17, 138.0, 143.59, 145.52, 170.46, 174.91, 165.42, 168.69, 153.94, 163.11, 156.01, 160.61, 155.43]
    [83.87, 70.0, 61.07, 58.9, 50.54, 45.22, 47.17, 47.38, 44.6, 74.3, 62.27, 57.69, 44.78, 44.05, 27.2, 21.84, 19.31, 27.2, 68.12, 60.42, 43.19, 38.83, 26.4, 16.76, 9.9, 0.0, 16.0, 68.66, 59.81, 50.7, 39.56, 36.4, 26.25, 22.56, 12.21, 22.63, 68.35, 66.03, 60.88, 55.87, 41.77, 34.93, 28.86, 26.93, 42.72, 84.02, 79.25, 64.35, 70.24, 55.9, 54.57, 53.15, 56.08, 55.66, 96.18, 94.05, 86.53, 81.86, 85.09, 68.41, 78.41, 77.01, 73.76, 112.61, 105.48, 106.45, 103.41, 105.08, 98.01, 94.13, 94.02, 93.21, 136.95, 119.95, 121.08, 125.28, 117.69, 110.32, 117.15, 104.02, 106.07, 154.29, 150.23, 138.83, 134.12, 140.25, 137.71, 131.24, 136.13, 137.71, 166.39, 170.53, 160.65, 163.25, 147.96, 156.54, 149.08, 153.16, 147.67]
